ticker,rule1_score,management_score,moat_score,sticker_price,last_price,percentage_upside,dividend,cash_per_share,signal_score,sentiment_score,screenshot
HLT,Hilton Worldwide Holdings Inc,43,23,63,$4484,N/A,49,6,6 years
SOC,Sable Offshore Corp,0,0,0,$0,N/A,N/A,N/A,N/A
BHF,Brighthouse Financial Inc,33,63,4,$77,N/A,4,3,N/A
PENN,PENN Entertainment Inc,11,0,21,$4,N/A,204,0,Infinity years
HPQ,HP Inc,35,55,15,$34,N/A,28,7,N/A
DHT,DHT Holdings Inc,67,65,68,$1466,N/A,57,1,Infinity years
SNX,TD Synnex Corp,58,30,85,$42728,N/A,111,7,2 years
WFRD,Weatherford International PLC,38,50,25,$1615,N/A,38,0,5 years
ACHC,Acadia Healthcare Co Inc,23,3,44,N/A,N/A,N/A,N/A,N/A
ACHC,Acadia Healthcare Co Inc,23,3,44,$5181,N/A,65,0,2 years
KD,Kyndryl Holdings Inc,6,0,11,$30,N/A,23,0,14 years
PTON,Peloton Interactive Inc,42,17,67,$6,N/A,130,0,N/A
TEVA,Teva Pharmaceutical Industries Ltd,13,0,25,$14,N/A,125,1,N/A
NUVB,Nuvation Bio Inc,20,40,0,$0,N/A,N/A,N/A,N/A
GPRO,GoPro Inc,20,40,0,$0,N/A,29,4,Infinity years
GANX,Gain Therapeutics Inc,20,40,0,$0,N/A,36,0,Infinity years
ALIT,Alight Inc,7,0,13,$2,N/A,303,0,Infinity years
GPK,Graphic Packaging Holding Co,52,33,72,$31,N/A,15,7,Infinity years
ROIV,Roivant Sciences Ltd,59,50,67,$0,N/A,N/A,N/A,N/A
CNC,Centene Corp,50,30,69,$2571,N/A,46,12,1 years
GRBK,Green Brick Partners Inc,75,80,70,$124,N/A,14,24,Infinity years
COYA,Coya Therapeutics Inc,25,50,0,$0,N/A,N/A,N/A,N/A
FNF,Fidelity National Financial Inc,71,78,65,$242,N/A,18,11,2 years
OMF,OneMain Holdings Inc,33,20,45,$409,N/A,26,6,2 years
RYAAY,Ryanair Holdings PLC,75,78,73,$710,N/A,38,9,7 years
FG,F&G Annuities & Life Inc,75,70,80,$409,N/A,N/A,N/A,N/A
MRP,Millrose Properties Inc,20,40,0,$0,N/A,N/A,N/A,N/A
SLM,SLM Corp,49,40,58,$0,N/A,110,17,N/A
BLDR,Builders FirstSource Inc,75,70,80,$144174,N/A,94,17,3 years
PRI,Primerica Inc,68,65,70,$319,N/A,10,13,8 years
MAR,Marriott International Inc,53,43,63,$101,N/A,8,8,N/A
AN,AutoNation Inc,43,50,35,$182,N/A,11,22,8 years
EXPE,Expedia Group Inc,53,53,53,$225015,N/A,112,3,0 years
RBLX,Roblox Corp,38,20,56,$13,N/A,18,0,Infinity years
NSIT,Insight Enterprises Inc,60,55,65,$157,N/A,21,3,9 years
FANG,Diamondback Energy Inc,58,15,100,$0,N/A,12,17,N/A
WRB,WR Berkley Corp,86,78,95,$121,N/A,14,12,5 years
JOE,The St. Joe Co,34,28,40,$15033,N/A,87,31,Infinity years
OZK,Bank OZK,81,73,90,$135,N/A,19,13,4 years
EOG,EOG Resources Inc,87,95,78,$7018,N/A,48,7,6 years
VTS,Vitesse Energy Inc,35,10,60,$2715,N/A,97,0,10 years
CASH,Pathward Financial Inc,74,70,78,$253,N/A,23,16,4 years
CACC,Credit Acceptance Corp,45,38,53,$1079,N/A,9,16,6 years
IMO,Imperial Oil Ltd,72,90,53,$4057,N/A,44,15,3 years
CYD,China Yuchai International Ltd,28,45,10,$282,N/A,28,1,3 years
MG,MISTRAS Group Inc,8,0,15,$13,N/A,48,1,N/A
LEA,Lear Corp,29,33,25,$156,N/A,7,5,10 years
TEX,Terex Corp,47,45,48,$32920,N/A,83,1,2 years
APTV,Aptiv PLC,55,48,63,$141,N/A,17,5,7 years
GTLS,Chart Industries Inc,47,5,88,$7754,N/A,59,17,4 years
HUN,Huntsman Corp,23,28,19,$13,N/A,7,1,Infinity years
ASH,Ashland Inc,18,18,18,$0,N/A,284,7,Infinity years
GT,Goodyear Tire & Rubber Co,5,0,10,$0,N/A,7,0,N/A
EMN,Eastman Chemical Co,27,40,13,$80,N/A,2,3,8 years
OSK,Oshkosh Corp,67,75,58,$459,N/A,25,0,6 years
HD,The Home Depot Inc,58,60,55,$237,N/A,14,9,10 years
CHH,Choice Hotels International Inc,43,45,40,$24408,N/A,70,10,4 years
SABR,Sabre Corp,10,8,13,$0,N/A,28,11,N/A
CPRX,Catalyst Pharmaceuticals Inc,73,85,60,$28107534153,N/A,770,40,1 years
WAT,Waters Corp,54,80,28,$59954,N/A,76,7,2 years
IEX,IDEX Corp,62,75,48,$93,N/A,9,5,13 years
MSCI,MSCI Inc,75,50,100,$35872,N/A,73,14,4 years
SYK,Stryker Corp,64,50,78,$124,N/A,15,8,14 years
CHD,Church & Dwight Co Inc,58,73,43,$46,N/A,7,7,16 years
OTIS,Otis Worldwide Corp,26,40,13,$45,N/A,9,0,N/A
CLX,Clorox Co,35,53,18,$89,N/A,1,3,12 years
EXPO,Exponent Inc,88,100,75,$34,N/A,8,7,15 years
MTD,Mettler-Toledo International Inc,69,80,58,$514,N/A,19,8,N/A
AER,AerCap Holdings NV,46,10,82,$302,N/A,33,2,Infinity years
SPT,Sprout Social Inc,43,40,46,$5,N/A,23,21,Infinity years
HRI,Herc Holdings Inc,42,25,58,$451,N/A,34,11,Infinity years
WIX,Wix.com Ltd,60,50,70,$9440,N/A,70,15,7 years
SMAR,Wix.com Ltd,60,50,70,$9440,N/A,70,15,7 years
SEMR,SEMrush Holdings Inc,60,60,60,$24,N/A,43,0,23 years
UPWK,Upwork Inc,50,47,53,$88481,N/A,112,15,3 years
BAH,Booz Allen Hamilton Holding Corp,48,50,45,$96,N/A,8,12,9 years
MMC,Marsh & McLennan Companies Inc,64,50,78,$113,N/A,10,8,11 years
LIN,Linde PLC,49,50,48,$1882,N/A,32,5,7 years
ADI,Analog Devices Inc,60,43,78,$250,N/A,26,3,9 years
WMG,Warner Music Group Corp,55,35,75,$81,N/A,29,0,7 years
ACN,Accenture PLC,82,100,63,$205,N/A,11,8,9 years
DOW,Dow Inc,25,30,21,$89,N/A,37,3,8 years
RGLD,Royal Gold Inc,72,65,78,$146,N/A,12,6,8 years
RIG,Transocean Ltd,8,0,16,$6,N/A,8,6,N/A
MCK,McKesson Corp,70,75,65,N/A,N/A,30,16,N/A
SLB,SLB,33,43,23,$47,N/A,3,1,N/A
WAB,Westinghouse Air Brake Technologies Corp,58,28,88,$353,N/A,24,5,8 years
MTZ,MasTec Inc,51,33,70,N/A,N/A,N/A,N/A,N/A
WAB,Westinghouse Air Brake Technologies Corp,58,28,88,$353,N/A,24,5,8 years
MTZ,MasTec Inc,51,33,70,$130,N/A,15,9,29 years
TMHC,Taylor Morrison Home Corp,58,60,55,$583,N/A,39,10,3 years
AEM,Agnico Eagle Mines Ltd,76,63,90,$944,N/A,36,10,6 years
KEX,Kirby Corp,40,30,50,$90,N/A,6,2,19 years
RUSHB,Rush Enterprises Inc,59,50,68,$121,N/A,22,6,5 years
TGNA,Tegna Inc,50,40,60,$47,N/A,11,10,3 years
BGC,BGC Group Inc,36,33,40,$6,N/A,148,0,N/A
RUSHA,Rush Enterprises Inc,59,50,68,$121,N/A,22,6,5 years
DBRG,DigitalBridge Group Inc,28,40,15,$7,N/A,17,25,Infinity years
CCCS,CCC Intelligent Solutions Holdings Inc,43,15,70,$3,N/A,51,0,N/A
KMX,CarMax Inc,20,18,23,$30,N/A,2,7,Infinity years
ROP,Roper Technologies Inc,56,43,70,$252,N/A,23,4,N/A
ABNB,Airbnb Inc,68,70,67,$81,N/A,14,0,Infinity years
GSHD,Goosehead Insurance Inc,76,58,93,$310574,N/A,143,2,3 years
SOPH,Sophia Genetics SA,58,40,75,$0,N/A,9,0,Infinity years
LOAR,Loar Holdings Inc,0,0,0,$8,N/A,N/A,N/A,N/A
ABG,Asbury Automotive Group Inc,65,50,80,$157495,N/A,118,17,2 years
TW,Tradeweb Markets Inc,80,63,97,$132,N/A,24,7,9 years
A,Agilent Technologies Inc,68,85,50,$71,N/A,13,6,10 years
BLK,BlackRock Inc,62,80,43,$373,N/A,7,7,18 years
TME,Tencent Music Entertainment Group,76,70,83,$292,N/A,22,3,1 years
FAST,Fastenal Co,88,100,75,$11,N/A,10,7,19 years
SSNC,SS&C Technologies Holdings Inc,44,20,68,$281,N/A,28,5,4 years
ENTG,Entegris Inc,58,33,83,$163,N/A,27,13,10 years
IQV,IQVIA Holdings Inc,41,23,60,$8717,N/A,56,8,3 years
YUM,Yum Brands Inc,39,40,38,$73,N/A,3,7,N/A
CBRE,CBRE Group Inc,57,60,53,$64,N/A,16,10,12 years
LH,Labcorp Holdings Inc,28,35,20,$179,N/A,9,5,11 years
TECH,Bio-Techne Corp,78,85,70,$17,N/A,15,9,14 years
GPN,Global Payments Inc,43,3,83,$7712,N/A,56,10,2 years
ACIW,ACI Worldwide Inc,55,35,75,$852,N/A,41,8,3 years
LKQ,LKQ Corp,48,45,50,$888004,N/A,216,6,Infinity years
CCRD,CoreCard Corp,72,100,43,$5496367,N/A,269,14,3 years
HON,Honeywell International Inc,37,50,23,$107,N/A,6,2,14 years
MLM,Martin Marietta Materials Inc,64,53,75,$275,N/A,15,7,13 years
VMC,Vulcan Materials Co,55,38,73,$122,N/A,15,8,13 years
ZBH,Zimmer Biomet Holdings Inc,6,3,10,$1209,N/A,39,0,Infinity years
PRGO,Perrigo Co PLC,11,0,22,$29,N/A,61,1,N/A
BKR,Baker Hughes Co,44,40,47,$26,N/A,254,10,N/A
MHK,Mohawk Industries Inc,16,18,15,$120,N/A,46,4,N/A
INCY,Incyte Corp,53,65,40,$3024,N/A,91,14,6 years
KMI,Kinder Morgan Inc,16,8,25,$4545,N/A,71,2,2 years
CHKP,Check Point Software Technologies Ltd,62,100,23,$112,N/A,1,11,19 years
LUV,Southwest Airlines Co,36,55,16,$5,N/A,9,0,45 years
BBWI,Bath & Body Works Inc,32,40,23,$50,N/A,2,6,N/A
FLEX,Flex Ltd,55,65,45,$983,N/A,45,5,Infinity years
CF,CF Industries Holdings Inc,67,90,43,$781,N/A,30,9,3 years
AVTR,Avantor Inc,28,17,40,$824,N/A,51,0,2 years
ABX,Barrick Mining Corp,41,48,35,$25,N/A,16,7,13 years
NWSA,News Corp,18,15,20,$19,N/A,26,0,N/A
CTSH,Cognizant Technology Solutions Corp,62,100,23,$60,N/A,5,5,10 years
RDI,Reading International Inc,17,20,13,$0,N/A,19,7,N/A
RS,Reliance Inc,78,98,58,$418,N/A,24,8,7 years
AMRK,A-Mark Precious Metals Inc,47,50,43,$1723,N/A,55,1,Infinity years
CNQ,Canadian Natural Resources Ltd,57,60,53,$131983,N/A,106,13,3 years
FOXA,Fox Corp,45,73,17,$2190,N/A,72,9,3 years
AWI,Armstrong World Industries Inc,71,78,65,$139,N/A,17,8,17 years
CRMT,America's Car-Mart Inc,63,33,94,$0,N/A,0,12,Infinity years
AMPY,Amplify Energy Corp,13,25,0,$1364251,N/A,245,3,Infinity years
EMBC,Embecta Corp,25,50,0,$7,N/A,38,0,N/A
EAF,GrafTech International Ltd,35,45,25,$0,N/A,302,20,Infinity years
MO,Altria Group Inc,52,65,38,$144,N/A,18,2,7 years
LMT,Lockheed Martin Corp,48,60,35,$425,N/A,15,7,7 years
GS,The Goldman Sachs Group Inc,31,15,46,$2561,N/A,31,10,Infinity years
DVN,Devon Energy Corp,49,40,57,$2654,N/A,48,1,7 years
LEGH,Legacy Housing Corp,76,100,53,$31857,N/A,141,0,5 years
INGR,Ingredion Inc,66,78,55,$717,N/A,27,4,6 years
FOX,Fox Corp,45,73,17,$2190,N/A,72,9,3 years
NOC,Northrop Grumman Corp,54,60,48,$239,N/A,10,7,13 years
WBD,Warner Bros. Discovery Inc,47,0,94,$18,N/A,3,0,Infinity years
MAS,Masco Corp,52,60,43,$55,N/A,46,4,N/A
NTRS,Northern Trust Corp,62,70,54,$197,N/A,6,6,9 years
TDY,Teledyne Technologies Inc,77,60,93,$669,N/A,21,7,9 years
CATO,The Cato Corp,20,40,0,$0,N/A,2446,0,N/A
SYY,Sysco Corp,53,48,58,$99,N/A,14,6,7 years
NWS,News Corp,18,15,20,$19,N/A,26,0,N/A
DJCO,Daily Journal Corp,36,30,42,$5063886,N/A,116,9,1 years
SRG,Seritage Growth Properties,0,0,0,$0,N/A,30,40,N/A
VFS,VinFast Auto Ltd,65,30,100,$0,N/A,N/A,N/A,N/A
RXRX,Recursion Pharmaceuticals Inc,58,40,75,$0,N/A,18,0,Infinity years
RNW,ReNew Energy Global PLC,35,0,69,$37,N/A,12,0,Infinity years
VLY,Valley National Bancorp,49,28,70,$32,N/A,28,1,4 years
GTM,ZoomInfo Technologies Inc,0,0,0,$9,N/A,N/A,N/A,N/A
TIGR,UP Fintech Holding Ltd,63,60,67,$731261824,N/A,444,43,Infinity years
RUN,Sunrun Inc,41,0,82,$0,N/A,44,5,N/A
EXPI,eXp World Holdings Inc,69,53,85,$10,N/A,136,32,Infinity years
EVCM,EverCommerce Inc,25,0,50,$6,N/A,162,0,Infinity years
WBA,Walgreens Boots Alliance Inc,5,0,9,$32,N/A,7,3,Infinity years
TXG,10x Genomics Inc,40,40,39,$4,N/A,70,17,N/A
PDBC,10x Genomics Inc,40,40,39,$4,N/A,70,17,N/A
ICLN,10x Genomics Inc,40,40,39,$4,N/A,70,17,N/A
INDV,Indivior PLC,19,23,15,$10,N/A,229,7,N/A
HST,Host Hotels & Resorts Inc,17,15,18,$4797280,N/A,263,1,1 years
PPTA,Perpetua Resources Corp,45,40,50,$0,N/A,N/A,0,N/A
FA,First Advantage Corp,21,0,42,$0,N/A,21,0,Infinity years
TRMD,TORM PLC,69,70,68,$73350,N/A,92,14,Infinity years
BSCT,TORM PLC,69,70,68,$73350,N/A,92,14,Infinity years
SBLK,Star Bulk Carriers Corp,54,60,48,$22400563,N/A,264,7,0 years
BZ,Kanzhun Ltd,63,75,50,$903993,N/A,140,0,1 years
BSCR,Kanzhun Ltd,63,75,50,$903993,N/A,140,0,1 years
OSW,OneSpaWorld Holdings Ltd,40,50,30,$40620,N/A,116,1,Infinity years
ACAD,ACADIA Pharmaceuticals Inc,37,40,33,$285250726,N/A,428,21,1 years
NAMS,NewAmsterdam Pharma Co NV,45,40,50,$0,N/A,N/A,N/A,N/A
ARCC,Ares Capital Corp,65,50,79,$0,N/A,6,9,N/A
CCNR,Ares Capital Corp,65,50,79,$0,N/A,6,9,N/A
VKTX,Viking Therapeutics Inc,58,40,75,$0,N/A,N/A,0,N/A
HRMY,Harmony Biosciences Holdings Inc,67,83,50,$82231885,N/A,321,0,1 years
ZLAB,Zai Lab Ltd,54,40,67,$0,N/A,374,126,Infinity years
TRMK,Trustmark Corp,43,60,25,$95,N/A,15,0,4 years
APGE,Apogee Therapeutics Inc,20,40,0,$0,N/A,N/A,N/A,N/A
PRFZ,Apogee Therapeutics Inc,20,40,0,$0,N/A,N/A,N/A,N/A
RING,Apogee Therapeutics Inc,20,40,0,$0,N/A,N/A,N/A,N/A
FIZZ,National Beverage Corp,78,100,55,$25,N/A,11,3,12 years
BATRA,Atlanta Braves Holdings Inc,17,0,33,$0,N/A,20,6,N/A
CART,Maplebear Inc,30,40,20,$34,N/A,N/A,N/A,N/A
VTIP,Maplebear Inc,30,40,20,$34,N/A,N/A,N/A,N/A
SLQD,Maplebear Inc,30,40,20,$34,N/A,N/A,N/A,N/A
USIG,Maplebear Inc,30,40,20,$34,N/A,N/A,N/A,N/A
IGSB,Maplebear Inc,30,40,20,$34,N/A,N/A,N/A,N/A
IGIB,Maplebear Inc,30,40,20,$34,N/A,N/A,N/A,N/A
DFGP,Maplebear Inc,30,40,20,$34,N/A,N/A,N/A,N/A
ASO,Academy Sports and Outdoors Inc,72,97,47,$232,N/A,29,0,3 years
BSY,Bentley Systems Inc,75,50,100,$51,N/A,26,0,10 years
FTDR,Frontdoor Inc,54,60,47,$49914,N/A,122,8,2 years
IGF,Frontdoor Inc,54,60,47,$49914,N/A,122,8,2 years
VGIT,Frontdoor Inc,54,60,47,$49914,N/A,122,8,2 years
FTSM,Frontdoor Inc,54,60,47,$49914,N/A,122,8,2 years
IRON,Disc Medicine Inc,30,60,0,$0,N/A,N/A,N/A,N/A
FV,Disc Medicine Inc,30,60,0,$0,N/A,N/A,N/A,N/A
ACWX,Disc Medicine Inc,30,60,0,$0,N/A,N/A,N/A,N/A
ON,ON Semiconductor Corp,83,98,68,$259,N/A,35,4,8 years
ETSY,Etsy Inc,58,40,75,$171,N/A,31,28,8 years
RDVY,Etsy Inc,58,40,75,$171,N/A,31,28,8 years
JGLO,Etsy Inc,58,40,75,$171,N/A,31,28,8 years
LNT,Alliant Energy Corp,35,20,50,$37,N/A,6,0,12 years
CAKE,Cheesecake Factory Inc,32,40,23,$61799481,N/A,260,6,2 years
XT,Cheesecake Factory Inc,32,40,23,$61799481,N/A,260,6,2 years
PABU,Cheesecake Factory Inc,32,40,23,$61799481,N/A,260,6,2 years
EVRG,Evergy Inc,35,10,60,$40,N/A,12,3,Infinity years
VXUS,Evergy Inc,35,10,60,$40,N/A,12,3,Infinity years
SCZ,Evergy Inc,35,10,60,$40,N/A,12,3,Infinity years
KBWB,Evergy Inc,35,10,60,$40,N/A,12,3,Infinity years
URBN,Urban Outfitters Inc,78,90,65,$13072558502506,N/A,918,8,0 years
USCL,Urban Outfitters Inc,78,90,65,$13072558502506,N/A,918,8,0 years
ACLS,Axcelis Technologies Inc,82,100,63,$30060,N/A,76,26,4 years
ZG,Zillow Group Inc,47,40,54,$11,N/A,407,2,N/A
IXUS,Zillow Group Inc,47,40,54,$11,N/A,407,2,N/A
VCSH,Zillow Group Inc,47,40,54,$11,N/A,407,2,N/A
UPST,Upstart Holdings Inc,25,0,50,$12,N/A,207,0,Infinity years
Z,Zillow Group Inc,47,40,54,$11,N/A,404,2,N/A
VYMI,Zillow Group Inc,47,40,54,$11,N/A,404,2,N/A
TRMB,Trimble Inc,60,80,40,$150,N/A,14,2,5 years
VCIT,Trimble Inc,60,80,40,$150,N/A,14,2,5 years
AAXJ,Trimble Inc,60,80,40,$150,N/A,14,2,5 years
VONV,Trimble Inc,60,80,40,$150,N/A,14,2,5 years
EMB,Trimble Inc,60,80,40,$150,N/A,14,2,5 years
LOGI,Logitech International SA,87,100,73,$1372,N/A,41,11,5 years
IUSV,Logitech International SA,87,100,73,$1372,N/A,41,11,5 years
AMED,Amedisys Inc,56,68,45,$684,N/A,38,4,Infinity years
CCEP,Coca-Cola Europacific Partners PLC,55,33,78,$107,N/A,21,9,8 years
PATK,Patrick Industries Inc,59,43,75,$161,N/A,26,10,6 years
VRNA,Verona Pharma PLC,42,40,44,$0,N/A,30,0,N/A
CHDN,Churchill Downs Inc,68,40,95,$702,N/A,31,18,Infinity years
IEI,Churchill Downs Inc,68,40,95,N/A,N/A,31,18,N/A
ROST,Ross Stores Inc,75,100,50,$30624,N/A,74,8,2 years
ESGU,Ross Stores Inc,75,100,50,$30624,N/A,74,8,2 years
DVY,Ross Stores Inc,75,100,50,$30624,N/A,74,8,2 years
QQEW,Ross Stores Inc,75,100,50,$30624,N/A,74,8,2 years
CINF,Cincinnati Financial Corp,79,80,78,$1999,N/A,37,14,6 years
KRYS,Krystal Biotech Inc,30,40,20,$946240,N/A,140,0,Infinity years
EA,Electronic Arts Inc,81,98,65,$3564,N/A,59,8,4 years
FSLR,First Solar Inc,57,60,53,$556008,N/A,110,9,Infinity years
CAR,Avis Budget Group Inc,21,0,42,$0,N/A,572,22,N/A
LECO,Lincoln Electric Holdings Inc,75,90,60,$124,N/A,10,8,12 years
SBAC,SBA Communications Corp,24,8,40,$2445,N/A,34,7,2 years
VTHR,SBA Communications Corp,24,8,40,$2445,N/A,34,7,2 years
VONE,SBA Communications Corp,24,8,40,$2445,N/A,34,7,2 years
AMGN,Amgen Inc,43,50,35,$223,N/A,4,9,11 years
ALNY,Alnylam Pharmaceuticals Inc,34,18,50,$0,N/A,6,59,Infinity years
FCNCA,First Citizens BancShares Inc,61,33,90,$360144,N/A,92,35,3 years
